Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca,Ocupacao
44.0,4600.0,165.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
41.0,1362.0,297.0,Desconhecido,Desconhecido,Nao especificado,Preco Alto,Professor
58.0,4185.0,242.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Desempregado
65.0,14669.0,118.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Autônomo
23.0,7662.0,263.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Autônomo
61.0,7662.0,105.0,Nordeste,Feminino,Basico,Cobertura Ruim,Professor
65.0,8905.0,346.0,Norte,Feminino,Nao especificado,Atendimento Ruim,Autônomo
43.0,9344.0,197.0,Nordeste,Masculino,Intermediario,Preco Alto,Professor
56.0,8410.0,286.0,Norte,Masculino,Basico,Cobertura Ruim,Autônomo
55.0,19516.0,160.0,Sudeste,Feminino,Basico,Preco Alto,Desempregado
43.0,1475.0,225.0,Norte,Masculino,Premium,Preco Alto,Professor
66.0,7662.0,130.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Desempregado
36.0,7716.0,255.0,Sudeste,Masculino,Basico,Preco Alto,Professor
20.0,5039.0,176.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,7978.0,168.0,Sul,Feminino,Basico,Preco Alto,Professor
43.0,11714.0,133.0,Sudeste,Feminino,Basico,Preco Alto,Desempregado
41.0,11701.0,379.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim,Desempregado
56.0,2434.0,263.0,Sudeste,Desconhecido,Intermediario,Atendimento Ruim,Professor
44.0,14990.0,263.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Desempregado
34.0,18243.0,263.0,Sudeste,Feminino,Intermediario,Preco Alto,Autônomo
30.0,7662.0,325.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Autônomo
40.0,6603.0,437.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Desempregado
20.0,7809.0,96.0,Centro-Oeste,Masculino,Nao especificado,Atendimento Ruim,Professor
40.0,7662.0,223.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
22.0,7703.0,302.0,Sul,Masculino,Intermediario,Preco Alto,Desempregado
63.0,7662.0,62.0,Desconhecido,Desconhecido,Basico,Preco Alto,Desempregado
47.0,7662.0,186.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Professor
43.0,7007.0,369.0,Centro-Oeste,Masculino,Intermediario,Preco Alto,Desempregado
34.0,7662.0,263.0,Nordeste,Feminino,Basico,Cobertura Ruim,Autônomo
31.0,7662.0,115.0,Sul,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
53.0,2937.0,307.0,Centro-Oeste,Feminino,Nao especificado,Preco Alto,Autônomo
51.0,6940.0,263.0,Norte,Feminino,Premium,Cobertura Ruim,Professor
25.0,7662.0,346.0,Sudeste,Feminino,Intermediario,Preco Alto,Professor
31.0,8720.0,449.0,Sul,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,13212.0,263.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,7662.0,263.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
19.0,7662.0,270.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Autônomo
21.0,11068.0,406.0,Norte,Feminino,Premium,Cobertura Ruim,Autônomo
57.0,10718.0,185.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
56.0,2225.0,235.0,Sudeste,Masculino,Basico,Atendimento Ruim,Desempregado
38.0,3486.0,446.0,Sudeste,Feminino,Premium,Atendimento Ruim,Professor
27.0,7358.0,358.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,6983.0,209.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Professor
43.0,13721.0,414.0,Sudeste,Feminino,Basico,Atendimento Ruim,Desempregado
37.0,6232.0,184.0,Nordeste,Desconhecido,Nao especificado,Atendimento Ruim,Professor
32.0,11461.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
21.0,7662.0,263.0,Norte,Desconhecido,Basico,Preco Alto,Autônomo
58.0,10997.0,288.0,Nordeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
43.0,9757.0,263.0,Sul,Masculino,Premium,Atendimento Ruim,Professor
61.0,15072.0,364.0,Norte,Feminino,Basico,Atendimento Ruim,Professor
43.0,11304.0,431.0,Desconhecido,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
70.0,15795.0,484.0,Desconhecido,Masculino,Premium,Preco Alto,Autônomo
68.0,10786.0,263.0,Centro-Oeste,Feminino,Nao especificado,Atendimento Ruim,Autônomo
33.0,3335.0,71.0,Sudeste,Feminino,Premium,Preco Alto,Professor
38.0,5244.0,295.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Autônomo
56.0,5509.0,477.0,Sudeste,Feminino,Nao especificado,Preco Alto,Autônomo
57.0,2510.0,261.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
65.0,7662.0,418.0,Sudeste,Outro,Basico,Preco Alto,Professor
50.0,9732.0,380.0,Desconhecido,Desconhecido,Basico,Preco Alto,Autônomo
42.0,9596.0,265.0,Sudeste,Desconhecido,Basico,Preco Alto,Autônomo
38.0,7388.0,269.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Professor
40.0,8413.0,263.0,Nordeste,Feminino,Basico,Atendimento Ruim,Autônomo
62.0,1422.0,188.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
43.0,2540.0,263.0,Desconhecido,Feminino,Intermediario,Preco Alto,Desempregado
21.0,11970.0,263.0,Desconhecido,Feminino,Nao especificado,Preco Alto,Autônomo
43.0,4635.0,452.0,Desconhecido,Feminino,Intermediario,Preco Alto,Desempregado
44.0,2688.0,222.0,Sul,Feminino,Nao especificado,Preco Alto,Desempregado
38.0,5487.0,70.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
62.0,4547.0,162.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
47.0,1692.0,263.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
35.0,6526.0,149.0,Norte,Outro,Premium,Preco Alto,Autônomo
41.0,1662.0,365.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,1324.0,167.0,Sul,Feminino,Intermediario,Cobertura Ruim,Professor
40.0,14737.0,265.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Professor
43.0,5314.0,263.0,Sul,Masculino,Nao especificado,Atendimento Ruim,Desempregado
24.0,7662.0,214.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim,Desempregado
49.0,7662.0,146.0,Norte,Desconhecido,Nao especificado,Preco Alto,Professor
52.0,18226.0,283.0,Sul,Desconhecido,Nao especificado,Preco Alto,Autônomo
49.0,13132.0,224.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Professor
43.0,7662.0,224.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Professor
43.0,7662.0,263.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
62.0,7662.0,263.0,Centro-Oeste,Feminino,Nao especificado,Atendimento Ruim,Autônomo
39.0,13975.0,263.0,Sudeste,Masculino,Basico,Atendimento Ruim,Desempregado
30.0,7064.0,201.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
35.0,4261.0,263.0,Nordeste,Masculino,Premium,Preco Alto,Professor
47.0,17962.0,378.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
43.0,6266.0,263.0,Sudeste,Masculino,Basico,Preco Alto,Professor
53.0,8423.0,180.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
45.0,16394.0,281.0,Sudeste,Desconhecido,Premium,Preco Alto,Autônomo
48.0,15775.0,398.0,Nordeste,Desconhecido,Basico,Atendimento Ruim,Desempregado
44.0,10818.0,263.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Autônomo
43.0,17176.0,241.0,Desconhecido,Feminino,Basico,Preco Alto,Professor
60.0,18786.0,147.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
57.0,18355.0,187.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim,Desempregado
44.0,5745.0,473.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
36.0,6356.0,382.0,Sul,Feminino,Basico,Preco Alto,Autônomo
19.0,4369.0,117.0,Desconhecido,Masculino,Intermediario,Preco Alto,Desempregado
20.0,7662.0,54.0,Sul,Feminino,Basico,Cobertura Ruim,Professor
43.0,2864.0,165.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Professor
69.0,5822.0,471.0,Sul,Masculino,Intermediario,Atendimento Ruim,Desempregado
24.0,1443.0,263.0,Desconhecido,Desconhecido,Basico,Preco Alto,Desempregado
26.0,9720.0,417.0,Sul,Desconhecido,Basico,Atendimento Ruim,Professor
42.0,11336.0,255.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
42.0,4477.0,411.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
66.0,13323.0,76.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
22.0,6158.0,243.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
68.0,5272.0,227.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
43.0,18889.0,491.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Professor
69.0,9569.0,203.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
43.0,4519.0,240.0,Sudeste,Feminino,Intermediario,Preco Alto,Professor
50.0,19575.0,376.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
35.0,6234.0,263.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,11069.0,438.0,Sul,Feminino,Basico,Cobertura Ruim,Professor
43.0,12997.0,233.0,Sul,Feminino,Premium,Cobertura Ruim,Professor
18.0,7662.0,474.0,Desconhecido,Feminino,Nao especificado,Preco Alto,Professor
20.0,8230.0,321.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
70.0,4360.0,423.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
41.0,7662.0,263.0,Sudeste,Desconhecido,Basico,Preco Alto,Professor
67.0,5261.0,183.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
54.0,7662.0,265.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Desempregado
37.0,11628.0,293.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
27.0,10211.0,263.0,Norte,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
69.0,14338.0,235.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
43.0,1846.0,175.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
29.0,2316.0,368.0,Nordeste,Desconhecido,Premium,Cobertura Ruim,Professor
52.0,3923.0,294.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
23.0,7662.0,448.0,Sudeste,Feminino,Premium,Preco Alto,Professor
63.0,7662.0,322.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
23.0,7662.0,263.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Desempregado
31.0,4770.0,263.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
23.0,9193.0,294.0,Norte,Masculino,Basico,Atendimento Ruim,Professor
43.0,19980.0,295.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
44.0,9083.0,263.0,Sudeste,Feminino,Premium,Preco Alto,Desempregado
43.0,12837.0,327.0,Sul,Feminino,Nao especificado,Cobertura Ruim,Professor
58.0,6316.0,259.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Desempregado
43.0,11814.0,263.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Autônomo
70.0,14635.0,481.0,Centro-Oeste,Masculino,Nao especificado,Cobertura Ruim,Professor
46.0,7662.0,110.0,Sudeste,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,7662.0,263.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
38.0,7662.0,407.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,13223.0,262.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Professor
44.0,13125.0,165.0,Nordeste,Feminino,Basico,Preco Alto,Desempregado
43.0,8974.0,199.0,Sul,Feminino,Basico,Atendimento Ruim,Professor
32.0,5411.0,497.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Autônomo
57.0,7662.0,291.0,Sul,Masculino,Basico,Atendimento Ruim,Desempregado
64.0,2426.0,235.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
43.0,19530.0,263.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
57.0,3653.0,259.0,Sul,Feminino,Intermediario,Atendimento Ruim,Desempregado
29.0,7662.0,206.0,Sudeste,Feminino,Premium,Preco Alto,Desempregado
45.0,7662.0,161.0,Norte,Masculino,Intermediario,Preco Alto,Professor
70.0,3685.0,368.0,Desconhecido,Masculino,Basico,Preco Alto,Professor
43.0,3476.0,295.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
24.0,7662.0,121.0,Nordeste,Masculino,Premium,Atendimento Ruim,Professor
55.0,4506.0,294.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
43.0,7662.0,160.0,Sudeste,Masculino,Basico,Preco Alto,Desempregado
43.0,4194.0,263.0,Centro-Oeste,Desconhecido,Basico,Preco Alto,Professor
28.0,17169.0,191.0,Nordeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
43.0,4874.0,343.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Desempregado
70.0,12267.0,323.0,Desconhecido,Desconhecido,Intermediario,Atendimento Ruim,Autônomo
20.0,6330.0,341.0,Nordeste,Masculino,Nao especificado,Atendimento Ruim,Professor
61.0,19980.0,244.0,Desconhecido,Feminino,Premium,Preco Alto,Professor
53.0,7662.0,107.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
43.0,7662.0,490.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Desempregado
64.0,7928.0,170.0,Sudeste,Masculino,Basico,Preco Alto,Professor
24.0,2775.0,381.0,Nordeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
53.0,7662.0,153.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
26.0,7662.0,263.0,Sul,Desconhecido,Premium,Cobertura Ruim,Desempregado
21.0,8440.0,263.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Professor
25.0,7662.0,238.0,Sudeste,Feminino,Basico,Preco Alto,Professor
68.0,4841.0,479.0,Sul,Masculino,Premium,Cobertura Ruim,Autônomo
40.0,7662.0,422.0,Sudeste,Masculino,Premium,Cobertura Ruim,Professor
20.0,6614.0,460.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Professor
43.0,7662.0,315.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
29.0,7662.0,178.0,Centro-Oeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
43.0,6891.0,271.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
56.0,2082.0,379.0,Nordeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
27.0,19980.0,100.0,Norte,Feminino,Intermediario,Cobertura Ruim,Autônomo
67.0,13099.0,263.0,Nordeste,Feminino,Basico,Preco Alto,Professor
47.0,7662.0,310.0,Norte,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
23.0,7438.0,357.0,Sul,Feminino,Premium,Cobertura Ruim,Professor
30.0,7662.0,342.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
18.0,14637.0,263.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
36.0,3331.0,117.0,Sul,Masculino,Intermediario,Cobertura Ruim,Professor
45.0,3514.0,263.0,Desconhecido,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
59.0,7662.0,266.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Desempregado
58.0,18398.0,280.0,Sul,Masculino,Intermediario,Cobertura Ruim,Professor
52.0,9280.0,471.0,Sudeste,Feminino,Basico,Preco Alto,Professor
64.0,2494.0,82.0,Norte,Masculino,Basico,Preco Alto,Professor
29.0,4118.0,263.0,Sul,Desconhecido,Premium,Atendimento Ruim,Professor
28.0,13041.0,281.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
59.0,7662.0,282.0,Sul,Masculino,Basico,Atendimento Ruim,Autônomo
70.0,13043.0,210.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim,Autônomo
44.0,17755.0,316.0,Nordeste,Masculino,Basico,Cobertura Ruim,Professor
55.0,2034.0,318.0,Desconhecido,Desconhecido,Intermediario,Cobertura Ruim,Professor
38.0,3683.0,169.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Professor
43.0,1350.0,333.0,Desconhecido,Desconhecido,Premium,Preco Alto,Autônomo
51.0,2702.0,193.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Professor
60.0,10287.0,339.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
18.0,7662.0,300.0,Nordeste,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
43.0,6720.0,354.0,Sul,Masculino,Basico,Atendimento Ruim,Desempregado
42.0,7703.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
32.0,7662.0,147.0,Sul,Masculino,Intermediario,Cobertura Ruim,Autônomo
27.0,7334.0,263.0,Norte,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,7662.0,228.0,Norte,Feminino,Basico,Preco Alto,Professor
54.0,4988.0,416.0,Sul,Feminino,Nao especificado,Preco Alto,Desempregado
43.0,11687.0,98.0,Sudeste,Outro,Basico,Preco Alto,Professor
69.0,7662.0,381.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
32.0,4258.0,115.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,7662.0,255.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
44.0,1390.0,468.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Autônomo
26.0,3249.0,110.0,Norte,Feminino,Nao especificado,Preco Alto,Desempregado
26.0,16036.0,219.0,Nordeste,Feminino,Basico,Cobertura Ruim,Professor
48.0,2605.0,271.0,Sul,Masculino,Intermediario,Preco Alto,Desempregado
60.0,1746.0,448.0,Sudeste,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,2858.0,263.0,Norte,Masculino,Basico,Cobertura Ruim,Desempregado
50.0,12230.0,401.0,Sudeste,Masculino,Basico,Preco Alto,Professor
28.0,19826.0,355.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
24.0,9618.0,205.0,Nordeste,Masculino,Basico,Preco Alto,Professor
18.0,2896.0,216.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,3650.0,169.0,Sul,Feminino,Intermediario,Preco Alto,Desempregado
57.0,8275.0,342.0,Nordeste,Masculino,Basico,Atendimento Ruim,Desempregado
64.0,7662.0,285.0,Sul,Masculino,Nao especificado,Cobertura Ruim,Desempregado
43.0,7662.0,158.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Autônomo
43.0,9215.0,304.0,Nordeste,Masculino,Premium,Preco Alto,Professor
43.0,19652.0,265.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Desempregado
32.0,3831.0,121.0,Sul,Feminino,Premium,Cobertura Ruim,Desempregado
43.0,3512.0,263.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Professor
43.0,7662.0,415.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Autônomo
29.0,7662.0,105.0,Sudeste,Feminino,Basico,Preco Alto,Professor
37.0,5536.0,465.0,Desconhecido,Masculino,Premium,Atendimento Ruim,Desempregado
39.0,8554.0,457.0,Sudeste,Masculino,Basico,Preco Alto,Desempregado
35.0,7662.0,82.0,Nordeste,Masculino,Premium,Preco Alto,Professor
44.0,4967.0,173.0,Nordeste,Masculino,Nao especificado,Preco Alto,Desempregado
38.0,17900.0,347.0,Centro-Oeste,Masculino,Premium,Atendimento Ruim,Professor
69.0,2959.0,263.0,Sul,Desconhecido,Basico,Cobertura Ruim,Desempregado
59.0,6446.0,409.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Desempregado
66.0,7662.0,263.0,Centro-Oeste,Desconhecido,Intermediario,Preco Alto,Autônomo
46.0,7662.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
51.0,3455.0,257.0,Nordeste,Desconhecido,Premium,Preco Alto,Professor
27.0,14243.0,121.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Autônomo
43.0,7662.0,186.0,Sul,Feminino,Nao especificado,Preco Alto,Desempregado
31.0,6604.0,314.0,Centro-Oeste,Feminino,Intermediario,Preco Alto,Professor
26.0,7662.0,263.0,Sudeste,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
20.0,4754.0,263.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
42.0,5300.0,464.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Professor
34.0,11563.0,263.0,Norte,Outro,Nao especificado,Cobertura Ruim,Desempregado
70.0,7662.0,261.0,Sudeste,Feminino,Basico,Preco Alto,Desempregado
32.0,18778.0,288.0,Norte,Feminino,Nao especificado,Atendimento Ruim,Professor
63.0,3714.0,210.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Desempregado
43.0,13660.0,348.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Autônomo
56.0,14994.0,432.0,Desconhecido,Masculino,Nao especificado,Preco Alto,Autônomo
43.0,6067.0,278.0,Desconhecido,Desconhecido,Basico,Atendimento Ruim,Professor
46.0,3301.0,387.0,Nordeste,Feminino,Basico,Cobertura Ruim,Professor
43.0,3423.0,97.0,Sudeste,Masculino,Nao especificado,Preco Alto,Professor
51.0,7662.0,158.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Desempregado
39.0,13036.0,254.0,Sudeste,Masculino,Nao especificado,Preco Alto,Autônomo
45.0,7027.0,460.0,Sudeste,Masculino,Basico,Preco Alto,Desempregado
47.0,4583.0,275.0,Centro-Oeste,Masculino,Intermediario,Preco Alto,Desempregado
33.0,1559.0,244.0,Desconhecido,Masculino,Nao especificado,Preco Alto,Professor
36.0,11643.0,296.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
19.0,18908.0,263.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
62.0,2674.0,321.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Professor
43.0,13774.0,122.0,Desconhecido,Masculino,Premium,Atendimento Ruim,Desempregado
28.0,7662.0,289.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Autônomo
43.0,14728.0,353.0,Sul,Masculino,Intermediario,Preco Alto,Professor
43.0,6019.0,238.0,Nordeste,Feminino,Intermediario,Preco Alto,Autônomo
36.0,12698.0,263.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Desempregado
58.0,18131.0,157.0,Nordeste,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
54.0,10366.0,163.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
43.0,17989.0,263.0,Centro-Oeste,Outro,Intermediario,Atendimento Ruim,Professor
65.0,4300.0,465.0,Desconhecido,Desconhecido,Intermediario,Preco Alto,Desempregado
43.0,19446.0,231.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
48.0,16776.0,462.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Professor
43.0,2684.0,342.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
43.0,6564.0,388.0,Sudeste,Feminino,Premium,Atendimento Ruim,Professor
63.0,18150.0,468.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Autônomo
57.0,7662.0,288.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,7074.0,315.0,Norte,Desconhecido,Basico,Preco Alto,Autônomo
66.0,12990.0,290.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Desempregado
52.0,7662.0,389.0,Desconhecido,Feminino,Nao especificado,Preco Alto,Professor
43.0,7662.0,195.0,Desconhecido,Feminino,Basico,Preco Alto,Desempregado
57.0,5900.0,391.0,Nordeste,Feminino,Basico,Cobertura Ruim,Desempregado
37.0,4482.0,352.0,Sudeste,Masculino,Intermediario,Preco Alto,Professor
59.0,9246.0,297.0,Norte,Feminino,Intermediario,Cobertura Ruim,Professor
68.0,8444.0,80.0,Sul,Masculino,Basico,Cobertura Ruim,Desempregado
32.0,7662.0,384.0,Norte,Desconhecido,Basico,Cobertura Ruim,Professor
62.0,11783.0,151.0,Centro-Oeste,Desconhecido,Nao especificado,Preco Alto,Professor
57.0,6669.0,481.0,Desconhecido,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
51.0,11127.0,113.0,Nordeste,Desconhecido,Premium,Atendimento Ruim,Professor
43.0,13664.0,356.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Professor
24.0,18411.0,222.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
